30 30
-0.3607 0.3023 1.8824
-0.3908 0.2622 1.8824
-0.4152 0.2215 1.8824
-0.4344 0.1810 1.8824
-0.4488 0.1414 1.8824
-0.4591 0.1033 1.8824
-0.4658 0.0669 1.8824
-0.4695 0.0324 1.8824
0.5571 0.0000 1.8304
0.5558 0.0384 1.8304
0.5514 0.0792 1.8304
0.5435 0.1223 1.8304
0.5313 0.1674 1.8304
0.5142 0.2143 1.8304
0.4916 0.2622 1.8304
0.4626 0.3104 1.8304
0.4270 0.3578 1.8304
0.3842 0.4034 1.8304
0.3343 0.4457 1.8304
0.2774 0.4831 1.8304
0.2143 0.5142 1.8304
0.1460 0.5376 1.8304
0.0740 0.5522 1.8304
0.0000 0.5571 1.8304
-0.0740 0.5522 1.8304
-0.1460 0.5376 1.8304
-0.2143 0.5142 1.8304
-0.2774 0.4831 1.8304
-0.3343 0.4457 1.8304
-0.3842 0.4034 1.8304
-0.4270 0.3578 1.8304
-0.4626 0.3104 1.8304
-0.4916 0.2622 1.8304
-0.5142 0.2143 1.8304
-0.5313 0.1674 1.8304
-0.5435 0.1223 1.8304
-0.5514 0.0792 1.8304
-0.5558 0.0384 1.8304
0.6423 0.0000 1.7664
0.6408 0.0442 1.7664
0.6358 0.0913 1.7664
0.6267 0.1410 1.7664
0.6126 0.1931 1.7664
0.5929 0.2471 1.7664
0.5668 0.3023 1.7664
0.5334 0.3578 1.7664
0.4923 0.4126 1.7664
0.4430 0.4651 1.7664
0.3854 0.5139 1.7664
0.3198 0.5570 1.7664
0.2471 0.5929 1.7664
0.1683 0.6199 1.7664
0.0853 0.6367 1.7664
0.0000 0.6423 1.7664
-0.0853 0.6367 1.7664
-0.1683 0.6199 1.7664
-0.2471 0.5929 1.7664
-0.3198 0.5570 1.7664
-0.3854 0.5139 1.7664
-0.4430 0.4651 1.7664
-0.4923 0.4126 1.7664
-0.5334 0.3578 1.7664
-0.5668 0.3023 1.7664
-0.5929 0.2471 1.7664
-0.6126 0.1931 1.7664
-0.6267 0.1410 1.7664
-0.6358 0.0913 1.7664
-0.6408 0.0442 1.7664
0.7241 0.0000 1.6897
0.7224 0.0499 1.6897
0.7168 0.1029 1.6897
0.7065 0.1590 1.6897
0.6907 0.2177 1.6897
0.6684 0.2785 1.6897
0.6389 0.3408 1.6897
0.6014 0.4034 1.6897
0.5550 0.4651 1.6897
0.4994 0.5244 1.6897
0.4345 0.5793 1.6897
0.3606 0.6280 1.6897
0.2785 0.6684 1.6897
0.1897 0.6988 1.6897
0.0961 0.7177 1.6897
0.0000 0.7241 1.6897
-0.0961 0.7177 1.6897
-0.1897 0.6988 1.6897
-0.2785 0.6684 1.6897
-0.3606 0.6280 1.6897
-0.4345 0.5793 1.6897
-0.4994 0.5244 1.6897
-0.5550 0.4651 1.6897
-0.6014 0.4034 1.6897
-0.6389 0.3408 1.6897
-0.6684 0.2785 1.6897
-0.6907 0.2177 1.6897
-0.7065 0.1590 1.6897
-0.7168 0.1029 1.6897
-0.7224 0.0499 1.6897
0.8000 0.0000 1.6000
0.7981 0.0551 1.6000
0.7919 0.1137 1.6000
0.7805 0.1756 1.6000
0.7630 0.2405 1.6000
0.7385 0.3077 1.6000
0.7059 0.3765 1.6000
0.6644 0.4457 1.6000
0.6131 0.5139 1.6000
0.5517 0.5793 1.6000
0.4800 0.6400 1.6000
0.3983 0.6938 1.6000
0.3077 0.7385 1.6000
0.2096 0.7721 1.6000
0.1062 0.7929 1.6000
0.0000 0.8000 1.6000
-0.1062 0.7929 1.6000
-0.2096 0.7721 1.6000
-0.3077 0.7385 1.6000
-0.3983 0.6938 1.6000
-0.4800 0.6400 1.6000
-0.5517 0.5793 1.6000
-0.6131 0.5139 1.6000
-0.6644 0.4457 1.6000
-0.7059 0.3765 1.6000
-0.7385 0.3077 1.6000
-0.7630 0.2405 1.6000
-0.7805 0.1756 1.6000
-0.7919 0.1137 1.6000
-0.7981 0.0551 1.6000
0.8672 0.0000 1.4979
0.8652 0.0597 1.4979
0.8584 0.1233 1.4979
0.8461 0.1904 1.4979
0.8271 0.2607 1.4979
0.8005 0.3335 1.4979
0.7652 0.4081 1.4979
0.7202 0.4831 1.4979
0.6647 0.5570 1.4979
0.5981 0.6280 1.4979
0.5203 0.6938 1.4979
0.4318 0.7521 1.4979
0.3335 0.8005 1.4979
0.2272 0.8369 1.4979
0.1151 0.8595 1.4979
0.0000 0.8672 1.4979
-0.1151 0.8595 1.4979
-0.2272 0.8369 1.4979
-0.3335 0.8005 1.4979
-0.4318 0.7521 1.4979
-0.5203 0.6938 1.4979
-0.5981 0.6280 1.4979
-0.6647 0.5570 1.4979
-0.7202 0.4831 1.4979
-0.7652 0.4081 1.4979
-0.8005 0.3335 1.4979
-0.8271 0.2607 1.4979
-0.8461 0.1904 1.4979
-0.8584 0.1233 1.4979
-0.8652 0.0597 1.4979
0.9231 0.0000 1.3846
0.9209 0.0636 1.3846
0.9137 0.1312 1.3846
0.9006 0.2026 1.3846
0.8804 0.2775 1.3846
0.8521 0.3550 1.3846
0.8145 0.4344 1.3846
0.7666 0.5142 1.3846
0.7075 0.5929 1.3846
0.6366 0.6684 1.3846
0.5538 0.7385 1.3846
0.4596 0.8005 1.3846
0.3550 0.8521 1.3846
0.2419 0.8908 1.3846
0.1225 0.9149 1.3846
0.0000 0.9231 1.3846
-0.1225 0.9149 1.3846
-0.2419 0.8908 1.3846
-0.3550 0.8521 1.3846
-0.4596 0.8005 1.3846
-0.5538 0.7385 1.3846
-0.6366 0.6684 1.3846
-0.7075 0.5929 1.3846
-0.7666 0.5142 1.3846
-0.8145 0.4344 1.3846
-0.8521 0.3550 1.3846
-0.8804 0.2775 1.3846
-0.9006 0.2026 1.3846
-0.9137 0.1312 1.3846
-0.9209 0.0636 1.3846
0.9651 0.0000 1.2620
0.9628 0.0665 1.2620
0.9553 0.1372 1.2620
0.9415 0.2118 1.2620
0.9204 0.2901 1.2620
0.8908 0.3712 1.2620
0.8515 0.4541 1.2620
0.8014 0.5376 1.2620
0.7396 0.6199 1.2620
0.6656 0.6988 1.2620
0.5790 0.7721 1.2620
0.4805 0.8369 1.2620
0.3712 0.8908 1.2620
0.2529 0.9314 1.2620
0.1281 0.9565 1.2620
0.0000 0.9651 1.2620
-0.1281 0.9565 1.2620
-0.2529 0.9314 1.2620
-0.3712 0.8908 1.2620
-0.4805 0.8369 1.2620
-0.5790 0.7721 1.2620
-0.6656 0.6988 1.2620
-0.7396 0.6199 1.2620
-0.8014 0.5376 1.2620
-0.8515 0.4541 1.2620
-0.8908 0.3712 1.2620
-0.9204 0.2901 1.2620
-0.9415 0.2118 1.2620
-0.9553 0.1372 1.2620
-0.9628 0.0665 1.2620
0.9912 0.0000 1.1327
0.9888 0.0683 1.1327
0.9811 0.1409 1.1327
0.9670 0.2176 1.1327
0.9453 0.2979 1.1327
0.9149 0.3812 1.1327
0.8745 0.4664 1.1327
0.8231 0.5522 1.1327
0.7596 0.6367 1.1327
0.6836 0.7177 1.1327
0.5947 0.7929 1.1327
0.4935 0.8595 1.1327
0.3812 0.9149 1.1327
0.2597 0.9565 1.1327
0.1316 0.9824 1.1327
0.0000 0.9912 1.1327
-0.1316 0.9824 1.1327
-0.2597 0.9565 1.1327
-0.3812 0.9149 1.1327
-0.4935 0.8595 1.1327
-0.5947 0.7929 1.1327
-0.6836 0.7177 1.1327
-0.7596 0.6367 1.1327
-0.8231 0.5522 1.1327
-0.8745 0.4664 1.1327
-0.9149 0.3812 1.1327
-0.9453 0.2979 1.1327
-0.9670 0.2176 1.1327
-0.9811 0.1409 1.1327
-0.9888 0.0683 1.1327
1.0000 0.0000 1.0000
0.9976 0.0689 1.0000
0.9898 0.1421 1.0000
0.9756 0.2195 1.0000
0.9538 0.3006 1.0000
0.9231 0.3846 1.0000
0.8824 0.4706 1.0000
0.8304 0.5571 1.0000
0.7664 0.6423 1.0000
0.6897 0.7241 1.0000
0.6000 0.8000 1.0000
0.4979 0.8672 1.0000
0.3846 0.9231 1.0000
0.2620 0.9651 1.0000
0.1327 0.9912 1.0000
0.0000 1.0000 1.0000
-0.1327 0.9912 1.0000
-0.2620 0.9651 1.0000
-0.3846 0.9231 1.0000
-0.4979 0.8672 1.0000
-0.6000 0.8000 1.0000
-0.6897 0.7241 1.0000
-0.7664 0.6423 1.0000
-0.8304 0.5571 1.0000
-0.8824 0.4706 1.0000
-0.9231 0.3846 1.0000
-0.9538 0.3006 1.0000
-0.9756 0.2195 1.0000
-0.9898 0.1421 1.0000
-0.9976 0.0689 1.0000
0.9912 0.0000 0.8673
0.9888 0.0683 0.8673
0.9811 0.1409 0.8673
0.9670 0.2176 0.8673
0.9453 0.2979 0.8673
0.9149 0.3812 0.8673
0.8745 0.4664 0.8673
0.8231 0.5522 0.8673
0.7596 0.6367 0.8673
0.6836 0.7177 0.8673
0.5947 0.7929 0.8673
0.4935 0.8595 0.8673
0.3812 0.9149 0.8673
0.2597 0.9565 0.8673
0.1316 0.9824 0.8673
0.0000 0.9912 0.8673
-0.1316 0.9824 0.8673
-0.2597 0.9565 0.8673
-0.3812 0.9149 0.8673
-0.4935 0.8595 0.8673
-0.5947 0.7929 0.8673
-0.6836 0.7177 0.8673
-0.7596 0.6367 0.8673
-0.8231 0.5522 0.8673
-0.8745 0.4664 0.8673
-0.9149 0.3812 0.8673
-0.9453 0.2979 0.8673
-0.9670 0.2176 0.8673
-0.9811 0.1409 0.8673
-0.9888 0.0683 0.8673
0.9651 0.0000 0.7380
0.9628 0.0665 0.7380
0.9553 0.1372 0.7380
0.9415 0.2118 0.7380
0.9204 0.2901 0.7380
0.8908 0.3712 0.7380
0.8515 0.4541 0.7380
0.8014 0.5376 0.7380
0.7396 0.6199 0.7380
0.6656 0.6988 0.7380
0.5790 0.7721 0.7380
0.4805 0.8369 0.7380
0.3712 0.8908 0.7380
0.2529 0.9314 0.7380
0.1281 0.9565 0.7380
0.0000 0.9651 0.7380
-0.1281 0.9565 0.7380
-0.2529 0.9314 0.7380
-0.3712 0.8908 0.7380
-0.4805 0.8369 0.7380
-0.5790 0.7721 0.7380
-0.6656 0.6988 0.7380
-0.7396 0.6199 0.7380
-0.8014 0.5376 0.7380
-0.8515 0.4541 0.7380
-0.8908 0.3712 0.7380
-0.9204 0.2901 0.7380
-0.9415 0.2118 0.7380
-0.9553 0.1372 0.7380
-0.9628 0.0665 0.7380
0.9231 0.0000 0.6154
0.9209 0.0636 0.6154
0.9137 0.1312 0.6154
0.9006 0.2026 0.6154
0.8804 0.2775 0.6154
0.8521 0.3550 0.6154
0.8145 0.4344 0.6154
0.7666 0.5142 0.6154
0.7075 0.5929 0.6154
0.6366 0.6684 0.6154
0.5538 0.7385 0.6154
0.4596 0.8005 0.6154
0.3550 0.8521 0.6154
0.2419 0.8908 0.6154
0.1225 0.9149 0.6154
0.0000 0.9231 0.6154
-0.1225 0.9149 0.6154
-0.2419 0.8908 0.6154
-0.3550 0.8521 0.6154
-0.4596 0.8005 0.6154
-0.5538 0.7385 0.6154
-0.6366 0.6684 0.6154
-0.7075 0.5929 0.6154
-0.7666 0.5142 0.6154
-0.8145 0.4344 0.6154
-0.8521 0.3550 0.6154
-0.8804 0.2775 0.6154
-0.9006 0.2026 0.6154
-0.9137 0.1312 0.6154
-0.9209 0.0636 0.6154
0.8672 0.0000 0.5021
0.8652 0.0597 0.5021
0.8584 0.1233 0.5021
0.8461 0.1904 0.5021
0.8271 0.2607 0.5021
0.8005 0.3335 0.5021
0.7652 0.4081 0.5021
0.7202 0.4831 0.5021
0.6647 0.5570 0.5021
0.5981 0.6280 0.5021
0.5203 0.6938 0.5021
0.4318 0.7521 0.5021
0.3335 0.8005 0.5021
0.2272 0.8369 0.5021
0.1151 0.8595 0.5021
0.0000 0.8672 0.5021
-0.1151 0.8595 0.5021
-0.2272 0.8369 0.5021
-0.3335 0.8005 0.5021
-0.4318 0.7521 0.5021
-0.5203 0.6938 0.5021
-0.5981 0.6280 0.5021
-0.6647 0.5570 0.5021
-0.7202 0.4831 0.5021
-0.7652 0.4081 0.5021
-0.8005 0.3335 0.5021
-0.8271 0.2607 0.5021
-0.8461 0.1904 0.5021
-0.8584 0.1233 0.5021
-0.8652 0.0597 0.5021
0.8000 0.0000 0.4000
0.7981 0.0551 0.4000
0.7919 0.1137 0.4000
0.7805 0.1756 0.4000
0.7630 0.2405 0.4000
0.7385 0.3077 0.4000
0.7059 0.3765 0.4000
0.6644 0.4457 0.4000
0.6131 0.5139 0.4000
0.5517 0.5793 0.4000
0.4800 0.6400 0.4000
0.3983 0.6938 0.4000
0.3077 0.7385 0.4000
0.2096 0.7721 0.4000
0.1062 0.7929 0.4000
0.0000 0.8000 0.4000
-0.1062 0.7929 0.4000
-0.2096 0.7721 0.4000
-0.3077 0.7385 0.4000
-0.3983 0.6938 0.4000
-0.4800 0.6400 0.4000
-0.5517 0.5793 0.4000
-0.6131 0.5139 0.4000
-0.6644 0.4457 0.4000
-0.7059 0.3765 0.4000
-0.7385 0.3077 0.4000
-0.7630 0.2405 0.4000
-0.7805 0.1756 0.4000
-0.7919 0.1137 0.4000
-0.7981 0.0551 0.4000
0.7241 0.0000 0.3103
0.7224 0.0499 0.3103
0.7168 0.1029 0.3103
0.7065 0.1590 0.3103
0.6907 0.2177 0.3103
0.6684 0.2785 0.3103
0.6389 0.3408 0.3103
0.6014 0.4034 0.3103
0.5550 0.4651 0.3103
0.4994 0.5244 0.3103
0.4345 0.5793 0.3103
0.3606 0.6280 0.3103
0.2785 0.6684 0.3103
0.1897 0.6988 0.3103
0.0961 0.7177 0.3103
0.0000 0.7241 0.3103
-0.0961 0.7177 0.3103
-0.1897 0.6988 0.3103
-0.2785 0.6684 0.3103
-0.3606 0.6280 0.3103
-0.4345 0.5793 0.3103
-0.4994 0.5244 0.3103
-0.5550 0.4651 0.3103
-0.6014 0.4034 0.3103
-0.6389 0.3408 0.3103
-0.6684 0.2785 0.3103
-0.6907 0.2177 0.3103
-0.7065 0.1590 0.3103
-0.7168 0.1029 0.3103
-0.7224 0.0499 0.3103
0.6423 0.0000 0.2336
0.6408 0.0442 0.2336
0.6358 0.0913 0.2336
0.6267 0.1410 0.2336
0.6126 0.1931 0.2336
0.5929 0.2471 0.2336
0.5668 0.3023 0.2336
0.5334 0.3578 0.2336
0.4923 0.4126 0.2336
0.4430 0.4651 0.2336
0.3854 0.5139 0.2336
0.3198 0.5570 0.2336
0.2471 0.5929 0.2336
0.1683 0.6199 0.2336
0.0853 0.6367 0.2336
0.0000 0.6423 0.2336
-0.0853 0.6367 0.2336
-0.1683 0.6199 0.2336
-0.2471 0.5929 0.2336
-0.3198 0.5570 0.2336
-0.3854 0.5139 0.2336
-0.4430 0.4651 0.2336
-0.4923 0.4126 0.2336
-0.5334 0.3578 0.2336
-0.5668 0.3023 0.2336
-0.5929 0.2471 0.2336
-0.6126 0.1931 0.2336
-0.6267 0.1410 0.2336
-0.6358 0.0913 0.2336
-0.6408 0.0442 0.2336
0.5571 0.0000 0.1696
0.5558 0.0384 0.1696
0.5514 0.0792 0.1696
0.5435 0.1223 0.1696
0.5313 0.1674 0.1696
0.5142 0.2143 0.1696
0.4916 0.2622 0.1696
0.4626 0.3104 0.1696
0.4270 0.3578 0.1696
0.3842 0.4034 0.1696
0.3343 0.4457 0.1696
0.2774 0.4831 0.1696
0.2143 0.5142 0.1696
0.1460 0.5376 0.1696
0.0740 0.5522 0.1696
0.0000 0.5571 0.1696
-0.0740 0.5522 0.1696
-0.1460 0.5376 0.1696
-0.2143 0.5142 0.1696
-0.2774 0.4831 0.1696
-0.3343 0.4457 0.1696
-0.3842 0.4034 0.1696
-0.4270 0.3578 0.1696
-0.4626 0.3104 0.1696
-0.4916 0.2622 0.1696
-0.5142 0.2143 0.1696
-0.5313 0.1675 0.1696
-0.5435 0.1223 0.1696
-0.5514 0.0792 0.1696
-0.5558 0.0384 0.1696
0.4706 0.0000 0.1176
0.4695 0.0324 0.1176
0.4658 0.0669 0.1176
0.4591 0.1033 0.1176
0.4488 0.1414 0.1176
0.4344 0.1810 0.1176
0.4152 0.2215 0.1176
0.3908 0.2622 0.1176
0.3607 0.3023 0.1176
0.3245 0.3408 0.1176
0.2824 0.3765 0.1176
0.2343 0.4081 0.1176
0.1810 0.4344 0.1176
0.1233 0.4541 0.1176
0.0625 0.4664 0.1176
0.0000 0.4706 0.1176
-0.0625 0.4664 0.1176
-0.1233 0.4541 0.1176
-0.1810 0.4344 0.1176
-0.2343 0.4081 0.1176
-0.2824 0.3765 0.1176
-0.3245 0.3408 0.1176
-0.3607 0.3023 0.1176
-0.3908 0.2622 0.1176
-0.4152 0.2215 0.1176
-0.4344 0.1810 0.1176
-0.4488 0.1414 0.1176
-0.4591 0.1033 0.1176
-0.4658 0.0669 0.1176
-0.4695 0.0324 0.1176
0.3846 0.0000 0.0769
0.3837 0.0265 0.0769
0.3807 0.0547 0.0769
0.3752 0.0844 0.0769
0.3668 0.1156 0.0769
0.3550 0.1479 0.0769
0.3394 0.1810 0.0769
0.3194 0.2143 0.0769
0.2948 0.2471 0.0769
0.2653 0.2785 0.0769
0.2308 0.3077 0.0769
0.1915 0.3335 0.0769
0.1479 0.3550 0.0769
0.1008 0.3712 0.0769
0.0511 0.3812 0.0769
0.0000 0.3846 0.0769
-0.0511 0.3812 0.0769
-0.1008 0.3712 0.0769
-0.1479 0.3550 0.0769
-0.1915 0.3335 0.0769
-0.2308 0.3077 0.0769
-0.2653 0.2785 0.0769
-0.2948 0.2471 0.0769
-0.3194 0.2143 0.0769
-0.3394 0.1810 0.0769
-0.3550 0.1479 0.0769
-0.3668 0.1156 0.0769
-0.3752 0.0844 0.0769
-0.3807 0.0547 0.0769
-0.3837 0.0265 0.0769
0.3006 0.0000 0.0462
0.2999 0.0207 0.0462
0.2975 0.0427 0.0462
0.2932 0.0660 0.0462
0.2867 0.0903 0.0462
0.2775 0.1156 0.0462
0.2652 0.1414 0.0462
0.2496 0.1675 0.0462
0.2304 0.1931 0.0462
0.2073 0.2177 0.0462
0.1803 0.2405 0.0462
0.1497 0.2607 0.0462
0.1156 0.2775 0.0462
0.0788 0.2901 0.0462
0.0399 0.2979 0.0462
0.0000 0.3006 0.0462
-0.0399 0.2979 0.0462
-0.0788 0.2901 0.0462
-0.1156 0.2775 0.0462
-0.1497 0.2607 0.0462
-0.1803 0.2405 0.0462
-0.2073 0.2177 0.0462
-0.2304 0.1931 0.0462
-0.2496 0.1675 0.0462
-0.2652 0.1414 0.0462
-0.2775 0.1156 0.0462
-0.2867 0.0903 0.0462
-0.2932 0.0660 0.0462
-0.2975 0.0427 0.0462
-0.2999 0.0207 0.0462
0.2195 0.0000 0.0244
0.2190 0.0151 0.0244
0.2173 0.0312 0.0244
0.2142 0.0482 0.0244
0.2094 0.0660 0.0244
0.2026 0.0844 0.0244
0.1937 0.1033 0.0244
0.1823 0.1223 0.0244
0.1682 0.1410 0.0244
0.1514 0.1590 0.0244
0.1317 0.1756 0.0244
0.1093 0.1904 0.0244
0.0844 0.2026 0.0244
0.0575 0.2118 0.0244
0.0291 0.2176 0.0244
0.0000 0.2195 0.0244
-0.0291 0.2176 0.0244
-0.0575 0.2118 0.0244
-0.0844 0.2026 0.0244
-0.1093 0.1904 0.0244
-0.1317 0.1756 0.0244
-0.1514 0.1590 0.0244
-0.1682 0.1410 0.0244
-0.1823 0.1223 0.0244
-0.1937 0.1033 0.0244
-0.2026 0.0844 0.0244
-0.2094 0.0660 0.0244
-0.2142 0.0482 0.0244
-0.2173 0.0312 0.0244
-0.2190 0.0151 0.0244
0.1421 0.0000 0.0102
0.1418 0.0098 0.0102
0.1407 0.0202 0.0102
0.1387 0.0312 0.0102
0.1356 0.0427 0.0102
0.1312 0.0547 0.0102
0.1254 0.0669 0.0102
0.1180 0.0792 0.0102
0.1089 0.0913 0.0102
0.0980 0.1029 0.0102
0.0853 0.1137 0.0102
0.0708 0.1233 0.0102
0.0547 0.1312 0.0102
0.0372 0.1372 0.0102
0.0189 0.1409 0.0102
0.0000 0.1421 0.0102
-0.0189 0.1409 0.0102
-0.0372 0.1372 0.0102
-0.0547 0.1312 0.0102
-0.0708 0.1233 0.0102
-0.0853 0.1137 0.0102
-0.0980 0.1029 0.0102
-0.1089 0.0913 0.0102
-0.1180 0.0792 0.0102
-0.1254 0.0669 0.0102
-0.1312 0.0547 0.0102
-0.1356 0.0427 0.0102
-0.1387 0.0312 0.0102
-0.1407 0.0202 0.0102
-0.1418 0.0098 0.0102
0.0689 0.0000 0.0024
0.0687 0.0047 0.0024
0.0682 0.0098 0.0024
0.0672 0.0151 0.0024
0.0657 0.0207 0.0024
0.0636 0.0265 0.0024
0.0608 0.0324 0.0024
0.0572 0.0384 0.0024
0.0528 0.0442 0.0024
0.0475 0.0499 0.0024
0.0413 0.0551 0.0024
0.0343 0.0597 0.0024
0.0265 0.0636 0.0024
0.0180 0.0665 0.0024
0.0091 0.0683 0.0024
0.0000 0.0689 0.0024
-0.0091 0.0683 0.0024
-0.0180 0.0665 0.0024
-0.0265 0.0636 0.0024
-0.0343 0.0597 0.0024
-0.0413 0.0551 0.0024
-0.0475 0.0499 0.0024
-0.0528 0.0442 0.0024
-0.0572 0.0384 0.0024
-0.0608 0.0324 0.0024
-0.0636 0.0265 0.0024
-0.0657 0.0207 0.0024
-0.0672 0.0151 0.0024
-0.0682 0.0098 0.0024
-0.0687 0.0047 0.0024
