20 20
1.4246 1.8900 1.2344
1.7407 1.8900 1.2030
2.0480 1.8900 1.1045
2.3499 1.8900 0.9197
2.6560 1.8900 0.6394
3.1120 1.8900 0.4881
4.0000 1.8900 0.9240
4.2710 1.9771 1.2087
4.4880 2.2135 1.3187
4.6570 2.5618 1.2881
4.7840 2.9847 1.1509
4.8750 3.4450 0.9413
4.9360 3.9053 0.6933
4.9730 4.3282 0.4411
4.9920 4.6766 0.2188
4.9990 4.9129 0.0604
0.0000 2.0254 1.1374
0.3873 2.0254 1.2019
0.7514 2.0254 1.2711
1.0960 2.0254 1.3242
1.4246 2.0254 1.3405
1.7407 2.0254 1.2993
2.0480 2.0254 1.1800
2.3499 2.0254 0.9617
2.6560 2.0254 0.6347
3.1120 2.0254 0.4386
4.0000 2.0254 0.8626
4.2710 2.1087 1.1754
4.4880 2.3347 1.3054
4.6570 2.6679 1.2878
4.7840 3.0724 1.1580
4.8750 3.5127 0.9513
4.9360 3.9529 0.7030
4.9730 4.3575 0.4484
4.9920 4.6906 0.2228
4.9990 4.9167 0.0616
0.0000 2.1645 1.2195
0.3873 2.1645 1.3103
0.7514 2.1645 1.3938
1.0960 2.1645 1.4500
1.4246 2.1645 1.4590
1.7407 2.1645 1.4007
2.0480 2.1645 1.2551
2.3499 2.1645 1.0024
2.6560 2.1645 0.6336
3.1120 2.1645 0.3934
4.0000 2.1645 0.7805
4.2710 2.2439 1.0979
4.4880 2.4594 1.2354
4.6570 2.7770 1.2275
4.7840 3.1626 1.1088
4.8750 3.5822 0.9137
4.9360 4.0019 0.6768
4.9730 4.3875 0.4324
4.9920 4.7051 0.2152
4.9990 4.9206 0.0595
0.0000 2.3079 1.3268
0.3873 2.3079 1.4498
0.7514 2.3079 1.5458
1.0960 2.3079 1.5982
1.4246 2.3079 1.5904
1.7407 2.3079 1.5058
2.0480 2.3079 1.3279
2.3499 2.3079 1.0401
2.6560 2.3079 0.6364
3.1120 2.3079 0.3538
4.0000 2.3079 0.6730
4.2710 2.3832 0.9668
4.4880 2.5879 1.0971
4.6570 2.8894 1.0950
4.7840 3.2555 0.9919
4.8750 3.6539 0.8190
4.9360 4.0524 0.6075
4.9730 4.4185 0.3885
4.9920 4.7200 0.1935
4.9990 4.9246 0.0536
0.0000 2.4558 1.4431
0.3873 2.4558 1.6038
0.7514 2.4558 1.7111
1.0960 2.4558 1.7544
1.4246 2.4558 1.7228
1.7407 2.4558 1.6059
2.0480 2.4558 1.3930
2.3499 2.4558 1.0734
2.6560 2.4558 0.6459
3.1120 2.4558 0.3272
4.0000 2.4558 0.5513
4.2710 2.5271 0.7969
4.4880 2.7204 0.9065
4.6570 3.0054 0.9060
4.7840 3.3514 0.8213
4.8750 3.7279 0.6785
4.9360 4.1045 0.5034
4.9730 4.4505 0.3221
4.9920 4.7354 0.1605
4.9990 4.9288 0.0444
0.0000 2.6085 1.5314
0.3873 2.6085 1.7342
0.7514 2.6085 1.8539
1.0960 2.6085 1.8874
1.4246 2.6085 1.8318
1.7407 2.6085 1.6842
2.0480 2.6085 1.4417
2.3499 2.6085 1.1012
2.6560 2.6085 0.6678
3.1120 2.6085 0.3265
4.0000 2.6085 0.4429
4.2710 2.6754 0.6269
4.4880 2.8572 0.7072
4.6570 3.1250 0.7036
4.7840 3.4503 0.6361
4.8750 3.8042 0.5245
4.9360 4.1582 0.3887
4.9730 4.4834 0.2484
4.9920 4.7513 0.1237
4.9990 4.9330 0.0342
0.0000 2.7658 1.5559
0.3873 2.7658 1.8037
0.7514 2.7658 1.9388
1.0960 2.7658 1.9667
1.4246 2.7658 1.8934
1.7407 2.7658 1.7244
2.0480 2.7658 1.4656
2.3499 2.7658 1.1226
2.6560 2.7658 0.7071
3.1120 2.7658 0.3645
4.0000 2.7658 0.3742
4.2710 2.8284 0.4946
4.4880 2.9982 0.5421
4.6570 3.2484 0.5309
4.7840 3.5523 0.4752
4.8750 3.8829 0.3891
4.9360 4.2136 0.2868
4.9730 4.5174 0.1826
4.9920 4.7676 0.0906
4.9990 4.9374 0.0250
0.0000 2.9276 1.5121
0.3873 2.9276 1.8048
0.7514 2.9276 1.9576
1.0960 2.9276 1.9851
1.4246 2.9276 1.9022
1.7407 2.9276 1.7235
2.0480 2.9276 1.4639
2.3499 2.9276 1.1381
2.6560 2.9276 0.7643
3.1120 2.9276 0.4421
4.0000 2.9276 0.3517
4.2710 2.9856 0.4122
4.4880 3.1431 0.4262
4.6570 3.3752 0.4034
4.7840 3.6571 0.3529
4.8750 3.9638 0.2844
4.9360 4.2705 0.2071
4.9730 4.5524 0.1307
4.9920 4.7845 0.0644
4.9990 4.9420 0.0177
0.0000 3.0931 1.4208
0.3873 3.0931 1.7539
0.7514 3.0931 1.9237
1.0960 3.0931 1.9538
1.4246 3.0931 1.8677
1.7407 3.0931 1.6892
2.0480 3.0931 1.4419
2.3499 3.0931 1.1493
2.6560 3.0931 0.8361
3.1120 3.0931 0.5507
4.0000 3.0931 0.3648
4.2710 3.1465 0.3703
4.4880 3.2914 0.3517
4.6570 3.5050 0.3145
4.7840 3.7643 0.2643
4.8750 4.0465 0.2067
4.9360 4.3288 0.1470
4.9730 4.5881 0.0910
4.9920 4.8017 0.0442
4.9990 4.9466 0.0120
0.0000 3.2616 1.3038
0.3873 3.2616 1.6682
0.7514 3.2616 1.8511
1.0960 3.2616 1.8845
1.4246 3.2616 1.8000
1.7407 3.2616 1.6296
2.0480 3.2616 1.4050
2.3499 3.2616 1.1581
2.6560 3.2616 0.9190
3.1120 3.2616 0.6815
4.0000 3.2616 0.4029
4.2710 3.3102 0.3594
4.4880 3.4424 0.3101
4.6570 3.6371 0.2575
4.7840 3.8735 0.2039
4.8750 4.1308 0.1518
4.9360 4.3881 0.1037
4.9730 4.6245 0.0620
4.9920 4.8192 0.0292
4.9990 4.9513 0.0077
0.0000 3.4324 1.1826
0.3873 3.4324 1.5647
0.7514 3.4324 1.7538
1.0960 3.4324 1.7890
1.4246 3.4324 1.7090
1.7407 3.4324 1.5526
2.0480 3.4324 1.3587
2.3499 3.4324 1.1661
2.6560 3.4324 1.0094
3.1120 3.4324 0.8257
4.0000 3.4324 0.4552
4.2710 3.4763 0.3698
4.4880 3.5954 0.2931
4.6570 3.7710 0.2251
4.7840 3.9842 0.1659
4.8750 4.2162 0.1156
4.9360 4.4482 0.0742
4.9730 4.6614 0.0419
4.9920 4.8370 0.0187
4.9990 4.9561 0.0047
0.0000 3.6048 1.0789
0.3873 3.6048 1.4605
0.7514 3.6048 1.6459
1.0960 3.6048 1.6792
1.4246 3.6048 1.6046
1.7407 3.6048 1.4663
2.0480 3.6048 1.3084
2.3499 3.6048 1.1751
2.6560 3.6048 1.1038
3.1120 3.6048 0.9746
4.0000 3.6048 0.5108
4.2710 3.6439 0.3918
4.4880 3.7499 0.2923
4.6570 3.9062 0.2105
4.7840 4.0959 0.1450
4.8750 4.3024 0.0939
4.9360 4.5089 0.0558
4.9730 4.6986 0.0289
4.9920 4.8549 0.0118
4.9990 4.9609 0.0027
0.0000 3.7782 1.0141
0.3873 3.7782 1.3728
0.7514 3.7782 1.5412
1.0960 3.7782 1.5668
1.4246 3.7782 1.4968
1.7407 3.7782 1.3786
2.0480 3.7782 1.2595
2.3499 3.7782 1.1869
2.6560 3.7782 1.1988
3.1120 3.7782 1.1194
4.0000 3.7782 0.5590
4.2710 3.8124 0.4157
4.4880 3.9053 0.2992
4.6570 4.0421 0.2067
4.7840 4.2083 0.1354
4.8750 4.3891 0.0826
4.9360 4.5699 0.0455
4.9730 4.7361 0.0215
4.9920 4.8729 0.0077
4.9990 4.9658 0.0015
0.0000 3.9518 1.0099
0.3873 3.9518 1.3186
0.7514 3.9518 1.4538
1.0960 3.9518 1.4635
1.4246 3.9518 1.3955
1.7407 3.9518 1.2975
2.0480 3.9518 1.2174
2.3499 3.9518 1.2031
2.6560 3.9518 1.2908
3.1120 3.9518 1.2512
4.0000 3.9518 0.5891
4.2710 3.9812 0.4319
4.4880 4.0608 0.3054
4.6570 4.1782 0.2065
4.7840 4.3208 0.1316
4.8750 4.4759 0.0774
4.9360 4.6310 0.0406
4.9730 4.7736 0.0178
4.9920 4.8910 0.0057
4.9990 4.9707 0.0009
0.0000 4.1250 1.0880
0.3873 4.1250 1.3151
0.7514 4.1250 1.3978
1.0960 4.1250 1.3813
1.4246 4.1250 1.3107
1.7407 4.1250 1.2311
2.0480 4.1250 1.1877
2.3499 4.1250 1.2256
2.6560 4.1250 1.3764
3.1120 4.1250 1.3612
4.0000 4.1250 0.5901
4.2710 4.1495 0.4305
4.4880 4.2160 0.3026
4.6570 4.3140 0.2030
4.7840 4.4330 0.1280
4.8750 4.5625 0.0742
4.9360 4.6920 0.0381
4.9730 4.8110 0.0162
4.9920 4.9090 0.0048
4.9990 4.9755 0.0006
