30 30
-2.0076 0.4065 2.3865
-2.2703 0.7902 2.6865
-2.4531 1.1183 3.0517
-2.5668 1.3827 3.4135
-2.6283 1.5901 3.7310
-2.6535 1.7531 3.9836
-2.6547 1.8852 4.1607
-2.6403 1.9993 4.2545
-2.6150 2.1060 4.2693
-2.5810 2.2125 4.2180
-2.5403 2.3240 4.1075
-2.4952 2.4447 3.9422
-2.4491 2.5774 3.7270
-2.4069 2.7231 3.4703
-2.3762 2.8793 3.1889
-2.3642 3.0406 2.9074
-2.3710 3.2031 2.6467
-2.3932 3.3649 2.4246
-2.4263 3.5247 2.2568
-2.4647 3.6828 2.1562
-2.5029 3.8406 2.1323
-2.5355 4.0010 2.1922
-2.5570 4.1679 2.3410
-2.5582 4.3467 2.5594
-2.5260 4.5432 2.8046
-2.4468 4.7635 3.0326
-2.3074 5.0133 3.1997
-2.0943 5.2988 3.2618
-1.7940 5.6257 3.1750
-1.3710 0.0000 1.9177
-1.7070 0.3834 1.9933
-1.9407 0.7274 2.1732
-2.0856 1.0273 2.4169
-2.1599 1.2840 2.6863
-2.1825 1.5021 2.9489
-2.1717 1.6885 3.1777
-2.1436 1.8513 3.3498
-2.1126 1.9990 3.4451
-2.0855 2.1386 3.4609
-2.0628 2.2740 3.4098
-2.0448 2.4082 3.3029
-2.0326 2.5434 3.1507
-2.0272 2.6809 2.9643
-2.0298 2.8209 2.7563
-2.0419 2.9630 2.5419
-2.0640 3.1059 2.3374
-2.0943 3.2493 2.1544
-2.1296 3.3938 2.0033
-2.1669 3.5400 1.8934
-2.2033 3.6890 1.8336
-2.2355 3.8421 1.8323
-2.2607 4.0011 1.8970
-2.2757 4.1679 2.0346
-2.2705 4.3467 2.2346
-2.2280 4.5432 2.4693
-2.1310 4.7635 2.7102
-1.9621 5.0133 2.9288
-1.7040 5.2988 3.0966
-1.3395 5.6257 3.1852
-1.1089 0.0000 1.6432
-1.4418 0.3757 1.6919
-1.6573 0.7053 1.8183
-1.7764 0.9931 1.9973
-1.8209 1.2442 2.2039
-1.8128 1.4642 2.4137
-1.7735 1.6592 2.6032
-1.7244 1.8353 2.7494
-1.6858 1.9989 2.8304
-1.6666 2.1541 2.8411
-1.6643 2.3028 2.7930
-1.6762 2.4464 2.6980
-1.6996 2.5862 2.5681
-1.7316 2.7235 2.4151
-1.7695 2.8592 2.2514
-1.8104 2.9942 2.0895
-1.8516 3.1292 1.9411
-1.8914 3.2653 1.8136
-1.9283 3.4036 1.7132
-1.9608 3.5451 1.6460
-1.9874 3.6910 1.6179
-2.0068 3.8426 1.6351
-2.0174 4.0011 1.7033
-2.0176 4.1679 1.8281
-1.9973 4.3467 2.0053
-1.9383 4.5432 2.2217
-1.8221 4.7635 2.4631
-1.6302 5.0133 2.7157
-1.3439 5.2988 2.9657
-0.9447 5.6257 3.1991
-0.8732 0.0000 1.4091
-1.2035 0.3744 1.4501
-1.4104 0.7013 1.5588
-1.5175 0.9868 1.7138
-1.5485 1.2367 1.8939
-1.5270 1.4570 2.0776
-1.4769 1.6535 2.2437
-1.4218 1.8322 2.3708
-1.3847 1.9989 2.4384
-1.3751 2.1573 2.4419
-1.3885 2.3085 2.3928
-1.4200 2.4538 2.3033
-1.4647 2.5944 2.1857
-1.5177 2.7315 2.0520
-1.5741 2.8663 1.9145
-1.6288 2.9999 1.7854
-1.6776 3.1334 1.6753
-1.7192 3.2682 1.5886
-1.7527 3.4053 1.5280
-1.7776 3.5460 1.4962
-1.7930 3.6913 1.4960
-1.7982 3.8427 1.5301
-1.7926 4.0011 1.6013
-1.7750 4.1679 1.7122
-1.7362 4.3467 1.8641
-1.6584 4.5432 2.0565
-1.5237 4.7635 2.2892
-1.3141 5.0133 2.5616
-1.0116 5.2988 2.8735
-0.5983 5.6257 3.2245
-0.6564 0.0000 1.2121
-0.9845 0.3743 1.2491
-1.1854 0.7012 1.3472
-1.2843 0.9867 1.4870
-1.3062 1.2365 1.6489
-1.2765 1.4568 1.8135
-1.2201 1.6533 1.9615
-1.1622 1.8321 2.0734
-1.1273 1.9989 2.1304
-1.1248 2.1573 2.1288
-1.1491 2.3086 2.0804
-1.1940 2.4540 1.9974
-1.2531 2.5947 1.8921
-1.3203 2.7318 1.7768
-1.3891 2.8665 1.6637
-1.4535 3.0000 1.5651
-1.5081 3.1335 1.4912
-1.5513 3.2682 1.4434
-1.5828 3.4053 1.4212
-1.6021 3.5460 1.4240
-1.6085 3.6914 1.4512
-1.6018 3.8427 1.5022
-1.5812 4.0011 1.5763
-1.5461 4.1679 1.6732
-1.4881 4.3467 1.7986
-1.3913 4.5432 1.9641
-1.2395 4.7635 2.1816
-1.0165 5.0133 2.4629
-0.7061 5.2988 2.8200
-0.2921 5.6257 3.2648
-0.4554 0.0000 1.0542
-0.7813 0.3743 1.0868
-0.9767 0.7012 1.1730
-1.0679 0.9867 1.2956
-1.0813 1.2365 1.4374
-1.0434 1.4568 1.5813
-0.9805 1.6533 1.7101
-0.9190 1.8321 1.8065
-0.8845 1.9989 1.8540
-0.8867 2.1573 1.8501
-0.9190 2.3086 1.8060
-0.9741 2.4540 1.7337
-1.0447 2.5947 1.6452
-1.1235 2.7318 1.5525
-1.2034 2.8665 1.4676
-1.2769 3.0000 1.4024
-1.3379 3.1335 1.3663
-1.3848 3.2682 1.3582
-1.4169 3.4053 1.3744
-1.4335 3.5460 1.4114
-1.4342 3.6914 1.4653
-1.4182 3.8427 1.5326
-1.3850 4.0011 1.6096
-1.3336 4.1679 1.6932
-1.2570 4.3467 1.7928
-1.1417 4.5432 1.9307
-0.9741 4.7635 2.1296
-0.7404 5.0133 2.4122
-0.4271 5.2988 2.8013
-0.0203 5.6257 3.3196
-0.2680 0.0000 0.9384
-0.5922 0.3743 0.9661
-0.7832 0.7012 1.0392
-0.8682 0.9867 1.1430
-0.8747 1.2365 1.2629
-0.8300 1.4568 1.3843
-0.7615 1.6533 1.4926
-0.6966 1.8321 1.5731
-0.6617 1.9989 1.6119
-0.6668 2.1573 1.6072
-0.7045 2.3086 1.5698
-0.7669 2.4540 1.5111
-0.8461 2.5947 1.4423
-0.9340 2.7318 1.3748
-1.0229 2.8665 1.3199
-1.1046 3.0000 1.2888
-1.1724 3.1335 1.2900
-1.2242 3.2682 1.3201
-1.2589 3.4053 1.3728
-1.2755 3.5460 1.4417
-1.2730 3.6914 1.5205
-1.2504 3.8427 1.6030
-1.2067 4.0011 1.6827
-1.1406 4.1679 1.7542
-1.0463 4.3467 1.8303
-0.9132 4.5432 1.9421
-0.7307 4.7635 2.1216
-0.4879 5.0133 2.4008
-0.1741 5.2988 2.8115
0.2214 5.6257 3.3859
-0.0923 0.0000 0.8663
-0.4155 0.3743 0.8894
-0.6037 0.7012 0.9488
-0.6848 0.9867 1.0326
-0.6868 1.2365 1.1291
-0.6378 1.4568 1.2266
-0.5656 1.6533 1.3132
-0.4983 1.8321 1.3771
-0.4629 1.9989 1.4072
-0.4695 2.1573 1.4025
-0.5105 2.3086 1.3730
-0.5775 2.4540 1.3292
-0.6624 2.5947 1.2812
-0.7567 2.7318 1.2395
-0.8523 2.8665 1.2144
-0.9409 3.0000 1.2163
-1.0153 3.1335 1.2523
-1.0727 3.2682 1.3172
-1.1114 3.4053 1.4025
-1.1300 3.5460 1.4997
-1.1266 3.6914 1.6004
-1.0997 3.8427 1.6962
-1.0476 4.0011 1.7786
-0.9685 4.1679 1.8400
-0.8578 4.3467 1.8961
-0.7080 4.5432 1.9852
-0.5112 4.7635 2.1466
-0.2598 5.0133 2.4199
0.0538 5.2988 2.8443
0.4374 5.6257 3.4592
0.0737 0.0000 0.8389
-0.2492 0.3743 0.8580
-0.4364 0.7012 0.9035
-0.5163 0.9867 0.9668
-0.5169 1.2365 1.0390
-0.4664 1.4568 1.1114
-0.3931 1.6533 1.1752
-0.3250 1.8321 1.2217
-0.2896 1.9989 1.2424
-0.2969 2.1573 1.2375
-0.3392 2.3086 1.2159
-0.4085 2.4540 1.1866
-0.4962 2.5947 1.1589
-0.5943 2.7318 1.1418
-0.6944 2.8665 1.1445
-0.7882 3.0000 1.1762
-0.8685 3.1335 1.2428
-0.9318 3.2682 1.3376
-0.9756 3.4053 1.4504
-0.9976 3.5460 1.5712
-0.9952 3.6914 1.6902
-0.9660 3.8427 1.7971
-0.9075 4.0011 1.8821
-0.8172 4.1679 1.9363
-0.6916 4.3467 1.9770
-0.5260 4.5432 2.0481
-0.3156 4.7635 2.1944
-0.0557 5.0133 2.4608
0.2584 5.2988 2.8923
0.6314 5.6257 3.5337
0.2320 0.0000 0.8555
-0.0912 0.3743 0.8720
-0.2794 0.7012 0.9045
-0.3607 0.9867 0.9473
-0.3630 1.2365 0.9947
-0.3142 1.4568 1.0412
-0.2424 1.6533 1.0811
-0.1755 1.8321 1.1088
-0.1407 1.9989 1.1190
-0.1481 2.1573 1.1127
-0.1904 2.3086 1.0975
-0.2597 2.4540 1.0811
-0.3480 2.5947 1.0714
-0.4473 2.7318 1.0761
-0.5496 2.8665 1.1030
-0.6471 3.0000 1.1599
-0.7324 3.1335 1.2515
-0.8015 3.2682 1.3699
-0.8509 3.4053 1.5042
-0.8773 3.5460 1.6433
-0.8773 3.6914 1.7763
-0.8474 3.8427 1.8922
-0.7844 4.0011 1.9801
-0.6847 4.1679 2.0302
-0.5459 4.3467 2.0611
-0.3657 4.5432 2.1200
-0.1423 4.7635 2.2551
0.1263 5.0133 2.5149
0.4422 5.2988 2.9476
0.8072 5.6257 3.6016
0.3849 0.0000 0.9147
0.0607 0.3743 0.9310
-0.1303 0.7012 0.9519
-0.2154 0.9867 0.9749
-0.2221 1.2365 0.9976
-0.1778 1.4568 1.0176
-0.1099 1.6533 1.0325
-0.0460 1.8321 1.0399
-0.0126 1.9989 1.0377
-0.0199 2.1573 1.0277
-0.0610 2.3086 1.0162
-0.1287 2.4540 1.0095
-0.2154 2.5947 1.0140
-0.3139 2.7318 1.0361
-0.4166 2.8665 1.0821
-0.5161 3.0000 1.1583
-0.6056 3.1335 1.2682
-0.6801 3.2682 1.4033
-0.7353 3.4053 1.5524
-0.7667 3.5460 1.7040
-0.7701 3.6914 1.8469
-0.7409 3.8427 1.9697
-0.6748 4.0011 2.0610
-0.5675 4.1679 2.1107
-0.4170 4.3467 2.1380
-0.2238 4.5432 2.1912
0.0118 4.7635 2.3198
0.2893 5.0133 2.5735
0.6082 5.2988 3.0017
0.9680 5.6257 3.6541
0.5345 0.0000 1.0136
0.2088 0.3743 1.0333
0.0139 0.7012 1.0450
-0.0768 0.9867 1.0497
-0.0900 1.2365 1.0481
-0.0522 1.4568 1.0413
0.0098 1.6533 1.0301
0.0694 1.8321 1.0154
0.1007 1.9989 0.9980
0.0938 2.1573 0.9811
0.0545 2.3086 0.9693
-0.0103 2.4540 0.9677
-0.0941 2.5947 0.9812
-0.1901 2.7318 1.0147
-0.2916 2.8665 1.0733
-0.3920 3.0000 1.1618
-0.4847 3.1335 1.2826
-0.5642 3.2682 1.4272
-0.6251 3.4053 1.5843
-0.6618 3.5460 1.7428
-0.6691 3.6914 1.8916
-0.6415 3.8427 2.0194
-0.5736 4.0011 2.1151
-0.4601 4.1679 2.1688
-0.2998 4.3467 2.1992
-0.0949 4.5432 2.2534
0.1518 4.7635 2.3802
0.4377 5.0133 2.6279
0.7603 5.2988 3.0451
1.1168 5.6257 3.6804
0.6829 0.0000 1.1480
0.3555 0.3743 1.1754
0.1560 0.7012 1.1813
0.0587 0.9867 1.1699
0.0380 1.2365 1.1453
0.0681 1.4568 1.1117
0.1233 1.6533 1.0733
0.1779 1.8321 1.0342
0.2069 1.9989 0.9986
0.2003 2.1573 0.9703
0.1633 2.3086 0.9532
0.1019 2.4540 0.9508
0.0220 2.5947 0.9668
-0.0707 2.7318 1.0049
-0.1701 2.8665 1.0687
-0.2704 3.0000 1.1619
-0.3657 3.1335 1.2859
-0.4496 3.2682 1.4323
-0.5157 3.4053 1.5909
-0.5577 3.5460 1.7510
-0.5692 3.6914 1.9021
-0.5437 3.8427 2.0337
-0.4749 4.0011 2.1352
-0.3566 4.1679 2.1975
-0.1879 4.3467 2.2376
0.0269 4.5432 2.2997
0.2833 4.7635 2.4289
0.5766 5.0133 2.6703
0.9024 5.2988 3.0690
1.2562 5.6257 3.6702
0.8323 0.0000 1.3111
0.5030 0.3743 1.3511
0.2987 0.7012 1.3550
0.1947 0.9867 1.3302
0.1662 1.2365 1.2842
0.1884 1.4568 1.2244
0.2366 1.6533 1.1580
0.2860 1.8321 1.0927
0.3125 1.9989 1.0356
0.3063 2.1573 0.9917
0.2718 2.3086 0.9637
0.2140 2.4540 0.9542
0.1382 2.5947 0.9657
0.0493 2.7318 1.0009
-0.0475 2.8665 1.0622
-0.1473 3.0000 1.1523
-0.2445 3.1335 1.2717
-0.3323 3.2682 1.4130
-0.4032 3.4053 1.5667
-0.4502 3.5460 1.7234
-0.4657 3.6914 1.8737
-0.4426 3.8427 2.0082
-0.3736 4.0011 2.1173
-0.2516 4.1679 2.1927
-0.0762 4.3467 2.2494
0.1467 4.5432 2.3258
0.4109 4.7635 2.4612
0.7101 5.0133 2.6951
1.0380 5.2988 3.0670
1.3885 5.6257 3.6162
0.9843 0.0000 1.4932
0.6533 0.3743 1.5503
0.4445 0.7012 1.5562
0.3341 0.9867 1.5213
0.2982 1.2365 1.4562
0.3129 1.4568 1.3713
0.3544 1.6533 1.2772
0.3989 1.8321 1.1844
0.4231 1.9989 1.1032
0.4172 2.1573 1.0398
0.3850 2.3086 0.9959
0.3308 2.4540 0.9733
0.2590 2.5947 0.9737
0.1738 2.7318 0.9988
0.0796 2.8665 1.0503
-0.0194 3.0000 1.1299
-0.1180 3.1335 1.2375
-0.2090 3.2682 1.3670
-0.2843 3.4053 1.5102
-0.3356 3.5460 1.6592
-0.3551 3.6914 1.8060
-0.3345 3.8427 1.9426
-0.2658 4.0011 2.0610
-0.1413 4.1679 2.1540
0.0392 4.3467 2.2334
0.2683 4.5432 2.3298
0.5382 4.7635 2.4747
0.8412 5.0133 2.6997
1.1695 5.2988 3.0361
1.5153 5.6257 3.5155
1.1406 0.0000 1.6823
0.8081 0.3743 1.7600
0.5953 0.7012 1.7714
0.4792 0.9867 1.7297
0.4367 1.2365 1.6483
0.4448 1.4568 1.5407
0.4804 1.6533 1.4201
0.5206 1.8321 1.3000
0.5427 1.9989 1.1935
0.5372 2.1573 1.1079
0.5071 2.3086 1.0443
0.4561 2.4540 1.0038
0.3878 2.5947 0.9876
0.3059 2.7318 0.9966
0.2142 2.8665 1.0319
0.1161 3.0000 1.0945
0.0163 3.1335 1.1842
-0.0774 3.2682 1.2961
-0.1563 3.4053 1.4239
-0.2116 3.5460 1.5613
-0.2346 3.6914 1.7022
-0.2166 3.8427 1.8404
-0.1488 4.0011 1.9695
-0.0230 4.1679 2.0839
0.1608 4.3467 2.1914
0.3939 4.5432 2.3128
0.6671 4.7635 2.4698
0.9716 5.0133 2.6837
1.2982 5.2988 2.9763
1.6379 5.6257 3.3690
1.3025 0.0000 1.8633
0.9688 0.3743 1.9635
0.7527 0.7012 1.9831
0.6319 0.9867 1.9380
0.5840 1.2365 1.8440
0.5866 1.4568 1.7169
0.6174 1.6533 1.5728
0.6539 1.8321 1.4274
0.6744 1.9989 1.2963
0.6691 2.1573 1.1878
0.6407 2.3086 1.1026
0.5923 2.4540 1.0415
0.5270 2.5947 1.0051
0.4480 2.7318 0.9938
0.3583 2.8665 1.0082
0.2610 3.0000 1.0490
0.1603 3.1335 1.1160
0.0644 3.2682 1.2057
-0.0175 3.4053 1.3140
-0.0762 3.5460 1.4368
-0.1025 3.6914 1.5697
-0.0872 3.8427 1.7087
-0.0210 4.0011 1.8496
0.1048 4.1679 1.9885
0.2898 4.3467 2.1283
0.5243 4.5432 2.2785
0.7984 4.7635 2.4491
1.1019 5.0133 2.6499
1.4248 5.2988 2.8908
1.7570 5.6257 3.1817
1.4713 0.0000 2.0189
1.1367 0.3743 2.1408
0.9180 0.7012 2.1701
0.7936 0.9867 2.1246
0.7414 1.2365 2.0222
0.7398 1.4568 1.8806
0.7667 1.6533 1.7178
0.8005 1.8321 1.5514
0.8196 1.9989 1.3991
0.8145 2.1573 1.2698
0.7875 2.3086 1.1642
0.7411 2.4540 1.0824
0.6782 2.5947 1.0248
0.6013 2.7318 0.9917
0.5132 2.8665 0.9831
0.4166 3.0000 0.9995
0.3153 3.1335 1.0407
0.2176 3.2682 1.1052
0.1332 3.4053 1.1911
0.0715 3.5460 1.2965
0.0420 3.6914 1.4197
0.0543 3.8427 1.5588
0.1180 4.0011 1.7118
0.2420 4.1679 1.8769
0.4259 4.3467 2.0517
0.6592 4.5432 2.2331
0.9314 4.7635 2.4179
1.2315 5.0133 2.6032
1.5490 5.2988 2.7859
1.8730 5.6257 2.9628
1.6481 0.0000 2.1289
1.3127 0.3743 2.2688
1.0921 0.7012 2.3077
0.9649 0.9867 2.2646
0.9097 1.2365 2.1587
0.9048 1.4568 2.0090
0.9290 1.6533 1.8346
0.9606 1.8321 1.6546
0.9788 1.9989 1.4875
0.9739 2.1573 1.3430
0.9478 2.3086 1.2214
0.9030 2.4540 1.1225
0.8418 2.5947 1.0465
0.7665 2.7318 0.9932
0.6796 2.8665 0.9625
0.5835 3.0000 0.9545
0.4817 3.1335 0.9691
0.3826 3.2682 1.0070
0.2960 3.4053 1.0689
0.2315 3.5460 1.1554
0.1989 3.6914 1.2673
0.2076 3.8427 1.4052
0.2675 4.0011 1.5699
0.3878 4.1679 1.7616
0.5677 4.3467 1.9723
0.7968 4.5432 2.1855
1.0642 4.7635 2.3843
1.3587 5.0133 2.5517
1.6695 5.2988 2.6710
1.9856 5.6257 2.7253
1.8339 0.0000 2.1753
1.4980 0.3743 2.3264
1.2761 0.7012 2.3731
1.1469 0.9867 2.3347
1.0894 1.2365 2.2307
1.0824 1.4568 2.0806
1.1045 1.6533 1.9037
1.1346 1.8321 1.7196
1.1521 1.9989 1.5472
1.1473 2.1573 1.3960
1.1219 2.3086 1.2661
1.0782 2.4540 1.1571
1.0183 2.5947 1.0686
0.9442 2.7318 1.0001
0.8583 2.8665 0.9513
0.7626 3.0000 0.9217
0.6605 3.1335 0.9117
0.5604 3.2682 0.9239
0.4720 3.4053 0.9619
0.4049 3.5460 1.0291
0.3687 3.6914 1.1288
0.3731 3.8427 1.2645
0.4277 4.0011 1.4397
0.5418 4.1679 1.6570
0.7147 4.3467 1.9027
0.9363 4.5432 2.1466
1.1958 4.7635 2.3576
1.4826 5.0133 2.5048
1.7859 5.2988 2.5574
2.0951 5.6257 2.4842
2.0307 0.0000 2.1453
1.6944 0.3743 2.2991
1.4716 0.7012 2.3505
1.3411 0.9867 2.3185
1.2821 1.2365 2.2218
1.2734 1.4568 2.0794
1.2942 1.6533 1.9101
1.3233 1.8321 1.7328
1.3402 1.9989 1.5659
1.3355 2.1573 1.4183
1.3107 2.3086 1.2899
1.2678 2.4540 1.1796
1.2088 2.5947 1.0867
1.1358 2.7318 1.0105
1.0507 2.8665 0.9500
0.9556 3.0000 0.9045
0.8537 3.1335 0.8744
0.7532 3.2682 0.8646
0.6635 3.4053 0.8813
0.5941 3.5460 0.9308
0.5543 3.6914 1.0191
0.5536 3.8427 1.1526
0.6014 4.0011 1.3373
0.7067 4.1679 1.5784
0.8693 4.3467 1.8565
1.0797 4.5432 2.1282
1.3282 4.7635 2.3486
1.6048 5.0133 2.4730
1.8997 5.2988 2.4567
2.2031 5.6257 2.2549
2.2410 0.0000 2.0325
1.9044 0.3743 2.1794
1.6810 0.7012 2.2319
1.5496 0.9867 2.2072
1.4896 1.2365 2.1228
1.4799 1.4568 1.9959
1.4997 1.6533 1.8439
1.5282 1.8321 1.6841
1.5448 1.9989 1.5336
1.5402 2.1573 1.4002
1.5158 2.3086 1.2833
1.4736 2.4540 1.1815
1.4155 2.5947 1.0937
1.3435 2.7318 1.0185
1.2595 2.8665 0.9549
1.1656 3.0000 0.9015
1.0648 3.1335 0.8587
0.9649 3.2682 0.8337
0.8750 3.4053 0.8351
0.8039 3.5460 0.8717
0.7607 3.6914 0.9520
0.7544 3.8427 1.0849
0.7940 4.0011 1.2791
0.8880 4.1679 1.5417
1.0368 4.3467 1.8486
1.2322 4.5432 2.1435
1.4659 4.7635 2.3688
1.7295 5.0133 2.4672
2.0144 5.2988 2.3810
2.3124 5.6257 2.0528
2.4677 0.0000 1.8360
2.1310 0.3743 1.9671
1.9072 0.7012 2.0167
1.7753 0.9867 1.9998
1.7146 1.2365 1.9314
1.7044 1.4568 1.8265
1.7236 1.6533 1.7002
1.7517 1.8321 1.5673
1.7681 1.9989 1.4426
1.7636 2.1573 1.3328
1.7396 2.3086 1.2366
1.6980 2.4540 1.1525
1.6410 2.5947 1.0790
1.5704 2.7318 1.0145
1.4883 2.8665 0.9575
1.3965 3.0000 0.9064
1.2983 3.1335 0.8617
1.2008 3.2682 0.8320
1.1122 3.4053 0.8280
1.0409 3.5460 0.8603
0.9952 3.6914 0.9395
0.9834 3.8427 1.0764
1.0137 4.0011 1.2815
1.0942 4.1679 1.5640
1.2257 4.3467 1.8946
1.4021 4.5432 2.2065
1.6169 4.7635 2.4310
1.8637 5.0133 2.4994
2.1360 5.2988 2.3431
2.4273 5.6257 1.8933
2.7146 0.0000 1.5615
2.3778 0.3743 1.6688
2.1538 0.7012 1.7118
2.0216 0.9867 1.7023
1.9606 1.2365 1.6523
1.9500 1.4568 1.5739
1.9690 1.6533 1.4791
1.9968 1.8321 1.3797
2.0132 1.9989 1.2876
2.0087 2.1573 1.2079
1.9851 2.3086 1.1394
1.9445 2.4540 1.0804
1.8889 2.5947 1.0294
1.8205 2.7318 0.9847
1.7413 2.8665 0.9449
1.6536 3.0000 0.9083
1.5602 3.1335 0.8755
1.4676 3.2682 0.8559
1.3830 3.4053 0.8612
1.3139 3.5460 0.9028
1.2674 3.6914 0.9923
1.2509 3.8427 1.1414
1.2716 4.0011 1.3616
1.3366 4.1679 1.6626
1.4476 4.3467 2.0114
1.6007 4.5432 2.3327
1.7919 4.7635 2.5487
2.0171 5.0133 2.5823
2.2722 5.2988 2.3558
2.5533 5.6257 1.7920
2.9860 0.0000 1.2202
2.6492 0.3743 1.2985
2.4251 0.7012 1.3318
2.2928 0.9867 1.3285
2.2316 1.2365 1.2974
2.2209 1.4568 1.2469
2.2397 1.6533 1.1858
2.2674 1.8321 1.1225
2.2837 1.9989 1.0655
2.2794 2.1573 1.0186
2.2564 2.3086 0.9808
2.2170 2.4540 0.9511
2.1636 2.5947 0.9284
2.0986 2.7318 0.9116
2.0242 2.8665 0.8996
1.9429 3.0000 0.8914
1.8576 3.1335 0.8879
1.7737 3.2682 0.8981
1.6969 3.4053 0.9327
1.6334 3.5460 1.0029
1.5890 3.6914 1.1196
1.5697 3.8427 1.2937
1.5813 4.0011 1.5361
1.6297 4.1679 1.8559
1.7172 4.3467 2.2169
1.8425 4.5432 2.5382
2.0045 4.7635 2.7366
2.2018 5.0133 2.7291
2.4332 5.2988 2.4327
2.6972 5.6257 1.7643
3.2869 0.0000 0.8296
2.9501 0.3743 0.8771
2.7259 0.7012 0.8987
2.5936 0.9867 0.8998
2.5324 1.2365 0.8853
2.5215 1.4568 0.8605
2.5403 1.6533 0.8305
2.5680 1.8321 0.8005
2.5843 1.9989 0.7755
2.5802 2.1573 0.7583
2.5580 2.3086 0.7493
2.5205 2.4540 0.7486
2.4704 2.5947 0.7566
2.4104 2.7318 0.7736
2.3433 2.8665 0.7997
2.2719 3.0000 0.8354
2.1991 3.1335 0.8821
2.1288 3.2682 0.9468
2.0651 3.4053 1.0374
2.0123 3.5460 1.1621
1.9742 3.6914 1.3291
1.9552 3.8427 1.5465
1.9594 4.0011 1.8224
1.9907 4.1679 2.1629
2.0520 4.3467 2.5299
2.1452 4.5432 2.8405
2.2716 4.7635 3.0101
2.4330 5.0133 2.9540
2.6311 5.2988 2.5875
2.8673 5.6257 1.8259
3.6228 0.0000 0.4130
3.2860 0.3743 0.4325
3.0619 0.7012 0.4424
2.9295 0.9867 0.4448
2.8683 1.2365 0.4419
2.8574 1.4568 0.4357
2.8762 1.6533 0.4285
2.9038 1.8321 0.4222
2.9201 1.9989 0.4192
2.9164 2.1573 0.4217
2.8954 2.3086 0.4327
2.8605 2.4540 0.4551
2.8151 2.5947 0.4916
2.7625 2.7318 0.5452
2.7059 2.8665 0.6187
2.6489 3.0000 0.7149
2.5943 3.1335 0.8367
2.5443 3.2682 0.9864
2.5006 3.4053 1.1664
2.4650 3.5460 1.3792
2.4394 3.6914 1.6272
2.4254 3.8427 1.9126
2.4249 4.0011 2.2378
2.4398 4.1679 2.6036
2.4730 4.3467 2.9704
2.5292 4.5432 3.2583
2.6128 4.7635 3.3860
2.7283 5.0133 3.2719
2.8803 5.2988 2.8346
3.0731 5.6257 1.9926
